  gaussian_centre,gaussian_normalization,   gaussian_sigma,     log_likelihood,             log_prior,      log_posterior,                 weight
  99.221799212299,      698166.438151116, 2.34808159992939, -10386367292062.02,1.4323232188705597e-06, -10386367292062.02,                    0.0
93.74801411734101,        578563.5679267, 17.1954077260823,-1170294819912.0303, 1.728418544540456e-06,-1170294819912.0303,                    0.0
 16.9015368786161,    163286.51225661687, 3.06620532830818, -766556315230.0469, 6.124204541942973e-06, -766556315230.0469,                    0.0
52.37824540565251,     408356.2086700414, 23.1880231465686, -632270344385.9558, 2.448842404666404e-06, -632270344385.9558,                    0.0
30.07339253100836,     323335.0562250325,15.30909426478302, -600581622084.3557,3.0927670252495816e-06, -600581622084.3557,                    0.0
32.16986560227654,     236466.6783049254,18.62855766283311,-262872846172.87683,4.2289256446969376e-06,-262872846172.87683,                    0.0
80.31540798290683,    231248.91795848153,22.22642172594699, -188538534307.5574,  4.32434455835828e-06, -188538534307.5574,                    0.0
85.98428255072322,    252407.21802889556,24.23130864979574,-181926218534.27692, 3.961851835336658e-06,-181926218534.27692,                    0.0
37.86721963564486,     157222.9814353225,12.55036407012809,-173625249337.19864, 6.360393314455586e-06,-173625249337.19864,                    0.0
70.85352240110461,     78760.33329886851, 4.34612946310226, -125821535700.0735,1.2696746675834169e-05,-125821535700.07349,                    0.0
37.98265496640878,    154971.91074676192,18.81268142823654,-112322046122.19136, 6.452782282810529e-06,-112322046122.19136,                    0.0
61.62182696122722,    107519.81306903118,11.66550744622118, -87359583924.83298, 9.300611407852502e-06, -87359583924.83296,                    0.0
95.16386647416245,     95618.54828502588, 8.46256953464775, -72947046563.41418,1.0458221944754234e-05, -72947046563.41417,                    0.0
52.06553290325036,     88023.16102190998, 9.73166987807164, -70184722682.86449,1.1360646316156362e-05, -70184722682.86447,                    0.0
 8.61983752204987,      109034.793240916,13.29340646089558, -65762177080.47696,  9.17138438361108e-06, -65762177080.47695,                    0.0
37.73312345818042,    131338.36116986297,22.98077581986332, -65548462660.22972, 7.613921714057911e-06, -65548462660.22971,                    0.0
60.44758234757588,      48454.2165529482, 4.95263321551932, -41789412982.46538, 2.063803877433975e-05,-41789412982.465355,                    0.0
 8.22273597069425,     48895.53653062556, 5.42898436911647,-38380110709.410126,2.0451764536291634e-05,  -38380110709.4101,                    0.0
31.39163287218844,     57043.60919239268, 7.58408950101573,-37822600474.342926,1.7530447567356233e-05, -37822600474.34291,                    0.0
48.28685840990919,     94584.36234889836,24.91888106544549, -31500935916.72886,1.0572572200796226e-05,-31500935916.728848,                    0.0
21.70007503903256,      76479.2952503991,16.52656974178012, -30303755075.54363,1.3075434295333438e-05,-30303755075.543617,                    0.0
 87.9942113811768,     52051.88094716734, 9.49534668095286,-24068314586.934452,1.9211601613686162e-05,-24068314586.934433,                    0.0
38.58345815005997,      67398.2460980161,17.12946176371102,-23362160928.076088, 1.483718134958167e-05,-23362160928.076073,                    0.0
47.00727863276038,     67656.76646695349,18.29886155384103,-22047737901.114483,1.4780487632208134e-05,-22047737901.114468,                    0.0
70.63159407283817,     40737.85159345037, 8.08571183174261,-18093126648.092327,2.4547195320451684e-05,-18093126648.092304,                    0.0
87.32015853638964,    51661.663144063255,15.94085490223745,-12694763594.910528,1.9356713259722375e-05, -12694763594.91051,                    0.0
96.75428199861283,     38249.50585701594,10.08491241480244, -8312616006.211109,2.6144128599679004e-05, -8312616006.211083,                    0.0
56.01087924404442,    19874.690069385113, 5.29036544532128, -6581744314.900256,5.0315250024471865e-05, -6581744314.900206,                    0.0
68.84609719599335,     35887.58220109492,18.09285827851515, -6222900609.830099,2.7864791626154473e-05, -6222900609.830071,                    0.0
13.51436103253224,     28502.76680194531,18.88212709290969, -3235585169.568716,  3.50843132860965e-05, -3235585169.568681,                    0.0
93.95712383275098,    27486.381892611556,17.90024339462919,-2490191304.7424345, 3.638165270012507e-05,-2490191304.7423983,                    0.0
 5.53955469954224,    10255.818852216797, 3.75852119056972,-2439485259.2766857,  9.75056223603101e-05,-2439485259.2765884,                    0.0
  11.688384194346,    21978.020452276647,17.71361181193289,-2006678398.5034664, 4.550000315867449e-05,-2006678398.5034208,                    0.0
82.40980064559825,    20149.012318075824, 17.8169538153733,-1833000425.7529087,4.9630224261806266e-05, -1833000425.752859,                    0.0
11.16175267936538,    22935.605328391808,20.32974333007252, -1805168577.044185,4.3600331697463756e-05,-1805168577.0441413,                    0.0
 98.4348827500541,    20574.853878254624,24.30812729935579, -805452913.8407116, 4.860301832116003e-05,  -805452913.840663,                    0.0
   89.17028833274,     6720.127912090708, 6.50913741392034, -604083894.8393865, 0.0001488066913430058, -604083894.8392377,                    0.0
 25.0422453990979,    10143.447880872705,17.03489328018358,-523335870.28433156, 9.858580748324046e-05,  -523335870.284233,                    0.0
80.18260566937714,     5605.100259320945, 7.87633166269218, -351505952.9356963, 0.0001784089407387602, -351505952.9355179,                    0.0
70.21725620206982,    3970.5471495562624, 4.22526242858431,-328881718.67511153, 0.0002518544579206816, -328881718.6748597,                    0.0
 0.68813263544344,    7551.6896366641395, 8.98628378561109,  -321231937.940507,0.00013242069630946021,-321231937.94037455,                    0.0
